,PMID,Full_author_name
5014,33144141,"cordón, ferran/split/primary care services, catalan institute of health, girona, catalunya, spain;  department of medical sciences, school of medicine, university of girona, spain."
5014,33144141,"ramos, rafel/split/isv girona, idiap jordi gol, girona, catalunya, spain; department of medical  sciences, school of medicine, university of girona, spain; girona biomedical research institute, girona, spain."
5014,33144141,"cabezas, carmen/split/public health agency of catalonia, barcelona, spain."
5014,33144141,"salvador, gemma/split/public health agency of catalonia, barcelona, spain."
5014,33144141,"castell, conxa/split/public health agency of catalonia, barcelona, spain."
5014,33144141,"schröder, helmut/split/cardiovascular risk and nutrition, imim-hospital del mar medical research  institute, barcelona, spain; consortium for biomedical research in epidemiology and public health (ciberesp), barcelona, spain."
5014,33144141,"grau, maría/split/cardiovascular epidemiology and genetics research group, imim-hospital del mar  research institute, barcelona, spain; consortium for biomedical research in epidemiology and public health (ciberesp), barcelona, spain; serra húnter fellow, department of medicine, university of barcelona, barcelona, spain. electronic address: mgrau@imim.es."
5024,32014842,"claes, jomme/split/physiotherapy department, university hospitals leuven, leuven, belgium."
5024,32014842,"cornelissen, véronique/split/department of rehabilitation sciences, university of leuven, leuven, belgium."
5024,32014842,"mcdermott, clare/split/department of health & human performance, dublin city university, dublin,  ireland."
5024,32014842,"moyna, niall/split/department of health & human performance, dublin city university, dublin,  ireland."
5024,32014842,"pattyn, nele/split/department of rehabilitation sciences, university of leuven, leuven, belgium."
5024,32014842,"cornelis, nils/split/department of rehabilitation sciences, university of leuven, leuven, belgium."
5024,32014842,"gallagher, anne/split/mater misericordiae university hospital, dublin, ireland."
5024,32014842,"mccormack, ciara/split/department of health & human performance, dublin city university, dublin,  ireland."
5024,32014842,"newton, helen/split/beaumont hospital, dublin, ireland."
5024,32014842,"gillain, alexandra/split/physiotherapy department, university hospitals leuven, leuven, belgium."
5024,32014842,"budts, werner/split/department of cardiovascular sciences, university of leuven, leuven, belgium."
5024,32014842,"goetschalckx, kaatje/split/department of cardiovascular sciences, university of leuven, leuven, belgium."
5024,32014842,"woods, catherine/split/physical activity for health, health research institute, department of physical  education and sport sciences, university of limerick, limerick, ireland."
5024,32014842,"moran, kieran/split/department of health & human performance, dublin city university, dublin,  ireland."
5024,32014842,"buys, roselien/split/department of rehabilitation sciences, university of leuven, leuven, belgium."
5026,32543439,"lowres, nicole/split/heart research institute, sydney, australia./split/faculty of medicine and health, university of sydney, sydney, australia."
5026,32543439,"duckworth, andrew"
5026,32543439,"redfern, julie/split/faculty of medicine and health, university of sydney, sydney, australia./split/westmead applied research centre, university of sydney, sydney, australia."
5026,32543439,"thiagalingam, aravinda/split/faculty of medicine and health, university of sydney, sydney, australia./split/westmead applied research centre, university of sydney, sydney, australia./split/department of cardiology, westmead hospital, sydney, australia."
5026,32543439,"chow, clara k/split/faculty of medicine and health, university of sydney, sydney, australia./split/westmead applied research centre, university of sydney, sydney, australia./split/department of cardiology, westmead hospital, sydney, australia."
5027,31579020,"gilgen-ammann, rahel/split/swiss federal institute of sport magglingen, magglingen, switzerland."
5027,31579020,"schweizer, theresa/split/swiss federal institute of sport magglingen, magglingen, switzerland."
5027,31579020,"wyss, thomas/split/swiss federal institute of sport magglingen, magglingen, switzerland."
5136,33900204,"coorey, genevieve/split/the george institute for global health, sydney, australia, sydney, australia./split/school of health sciences, faculty of medicine and health, university of sydney,  sydney, australia."
5136,33900204,"peiris, david/split/the george institute for global health, sydney, australia, sydney, australia./split/faculty of medicine, the university of new south wales, sydney, australia."
5136,33900204,"scaria, anish/split/the george institute for global health, sydney, australia, sydney, australia."
5136,33900204,"mulley, john/split/the george institute for global health, sydney, australia, sydney, australia."
5136,33900204,"neubeck, lis/split/school of health and social care, edinburgh napier university, edinburgh, united  kingdom./split/susan wakil school for nursing and midwifery, the university of sydney, sydney,  australia."
5136,33900204,"hafiz, nashid/split/school of health sciences, faculty of medicine and health, university of sydney,  sydney, australia."
5136,33900204,"redfern, julie/split/school of health sciences, faculty of medicine and health, university of sydney,  sydney, australia."
5163,35062111,"wist jakobsen, malin/split/department of information science and media studies, university of bergen,  norway."
5163,35062111,"babic, ankica/split/department of biomedical engineering, linköping university, sweden."
5180,34407481,"irani, elliane/split/frances payne bolton school of nursing, case western reserve university,  cleveland, ohio, usa. electronic address: elliane.irani@case.edu."
5180,34407481,"niyomyart, atsadaporn/split/frances payne bolton school of nursing, case western reserve university,  cleveland, ohio, usa."
5180,34407481,"dolansky, mary a/split/frances payne bolton school of nursing, case western reserve university,  cleveland, ohio, usa."
5180,34407481,"stephens, john paul/split/weatherhead school of management, case western reserve university, cleveland,  ohio, usa."
5180,34407481,"ganocy, stephen j/split/department of psychiatry, university hospitals cleveland medical center,  cleveland, ohio, usa."
5180,34407481,"josephson, richard a/split/school of medicine, case western reserve university, cleveland, ohio, usa;  harrington heart and vascular institute, university hospitals cleveland medical center, cleveland, ohio, usa."
5180,34407481,"hickman, ronald l jr/split/frances payne bolton school of nursing, case western reserve university,  cleveland, ohio, usa."
5185,33797455,"vonk, thijs/split/departments of physiology (mr vonk, ms nuijten, and drs maessen, eijsvogels and  hopman) and cardiology (dr meindersma), radboud institute for health sciences, radboud university medical center, nijmegen, the netherlands; department of cardiology, maasziekenhuis pantein, boxmeer, the netherlands (dr koornstra-wortel); and isala heart centre, zwolle, the netherlands (drs waskowsky and snoek)."
5185,33797455,"nuijten, malou a h"
5185,33797455,"maessen, martijn f h"
5185,33797455,"meindersma, esther p"
5185,33797455,"koornstra-wortel, hetty j j"
5185,33797455,"waskowsky, marc m"
5185,33797455,"snoek, johan a"
5185,33797455,"eijsvogels, thijs m h"
5185,33797455,"hopman, maria t e"
5237,33632054,"schmidt, thomas/split/the maersk mc-kinney moller institute, university of southern denmark, odense,  denmark."
5237,33632054,"kok, robin/split/research and business development, humantotalcare, utrecht, the netherlands."
5237,33632054,"andersen, christina m/split/department of psychology, university of southern denmark, odense, denmark."
5237,33632054,"skovbakke, søren j/split/department of psychology, university of southern denmark, odense, denmark."
