,PMID,Mesh_terms
3052,21095687,software
3052,21095687,telemedicine/*methods
3053,20650358,aged
3053,20650358,chronic disease
3053,20650358,female
3053,20650358,follow-up studies
3053,20650358,heart failure/mortality/*therapy
3053,20650358,hospitalization/statistics & numerical data
3053,20650358,humans
3053,20650358,male
3053,20650358,middle aged
3053,20650358,patient compliance
3053,20650358,proportional hazards models
3053,20650358,research design
3053,20650358,telemedicine/*methods
3053,20650358,telephone
3053,20650358,time factors
3053,20650358,treatment outcome
3054,20350694,aged
3054,20350694,"aged, 80 and over"
3054,20350694,disease management
3054,20350694,female
3054,20350694,follow-up studies
3054,20350694,heart failure/diagnosis/*therapy
3054,20350694,"home care services, hospital-based/*standards"
3054,20350694,*hospitalization
3054,20350694,humans
3054,20350694,male
3054,20350694,middle aged
3054,20350694,"monitoring, ambulatory/*standards"
3054,20350694,prospective studies
3054,20350694,telemedicine/*standards
3055,19405158,aged
3055,19405158,ambulances
3055,19405158,"angioplasty, balloon, coronary/instrumentation"
3055,19405158,coronary angiography
3055,19405158,coronary stenosis/complications/*diagnosis/therapy
3055,19405158,"*diagnosis, computer-assisted"
3055,19405158,*electrocardiography
3055,19405158,emergency medical services/*methods
3055,19405158,humans
3055,19405158,male
3055,19405158,myocardial infarction/*diagnosis/etiology/therapy
3055,19405158,patient care team/organization & administration
3055,19405158,predictive value of tests
3055,19405158,stents
3055,19405158,*telemedicine
3055,19405158,time factors
3055,19405158,transportation of patients
3056,19944870,aged
3056,19944870,"aged, 80 and over"
3056,19944870,coronary artery bypass/*nursing
3056,19944870,cost of illness
3056,19944870,female
3056,19944870,follow-up studies
3056,19944870,"health knowledge, attitudes, practice"
3056,19944870,humans
3056,19944870,male
3056,19944870,*motor activity
3056,19944870,"outcome assessment, health care"
3056,19944870,psychology
3056,19944870,*self efficacy
3056,19944870,*telenursing
3056,19944870,treatment outcome pmc mid
3057,19726266,computer communication networks
3057,19726266,humans
3057,19726266,"monitoring, physiologic/*instrumentation/*methods"
3057,19726266,"*signal processing, computer-assisted"
3057,19726266,*software
3057,19726266,telemedicine/*instrumentation
3057,19726266,telemetry/*instrumentation
3058,20576745,cell phone/*instrumentation
3058,20576745,echocardiography/*instrumentation/standards
3058,20576745,emergency medicine/*instrumentation
3058,20576745,feasibility studies
3058,20576745,humans
3058,20576745,remote consultation/*instrumentation
3058,20576745,reproducibility of results
3058,20576745,"ventricular function, left/*physiology"
3058,20576745,videotape recording/*standards
3059,20646105,accidental falls/prevention & control
3059,20646105,aged
3059,20646105,computer communication networks
3059,20646105,confidentiality
3059,20646105,cost-benefit analysis
3059,20646105,dementia/complications
3059,20646105,*geriatrics
3059,20646105,government regulation
3059,20646105,health services accessibility
3059,20646105,humans
3059,20646105,independent living
3059,20646105,informed consent
3059,20646105,interpersonal relations
3059,20646105,licensure
3059,20646105,"*monitoring, ambulatory"
3059,20646105,personal autonomy
3059,20646105,prejudice
3059,20646105,reimbursement mechanisms
3059,20646105,state government
3059,20646105,telemedicine/*trends
3059,20646105,*telemetry
3060,21096427,algorithms
3060,21096427,"arrhythmias, cardiac/*diagnosis"
3060,21096427,*computer communication networks
3060,21096427,electrocardiography/*methods
3060,21096427,electrodes
3060,21096427,equipment design
3060,21096427,heart rate
3060,21096427,humans
3060,21096427,"models, statistical"
3060,21096427,"monitoring, ambulatory/*instrumentation/methods"
3060,21096427,reproducibility of results
3060,21096427,software
3060,21096427,telemedicine/*instrumentation/methods
3061,18975066,"arrhythmias, cardiac/*diagnosis/*prevention & control"
3061,18975066,"*defibrillators, implantable"
3061,18975066,female
3061,18975066,heart failure/*diagnosis/*prevention & control
3061,18975066,humans
3061,18975066,male
3061,18975066,middle aged
3061,18975066,telemedicine/*methods
3061,18975066,treatment outcome
3062,20703932,adolescent
3062,20703932,adult
3062,20703932,aged
3062,20703932,"arrhythmias, cardiac/*diagnosis"
3062,20703932,child
3062,20703932,"electrocardiography, ambulatory/*instrumentation"
3062,20703932,female
3062,20703932,humans
3062,20703932,*local area networks
3062,20703932,male
3062,20703932,middle aged
3062,20703932,patient satisfaction
3062,20703932,telemedicine/*instrumentation
3062,20703932,young adult
3063,20544625,california
3063,20544625,computer communication networks/*organization & administration
3063,20544625,"delivery of health care, integrated/*organization & administration"
3063,20544625,heart failure/nursing/*therapy
3063,20544625,home care services/*organization & administration
3063,20544625,humans
3063,20544625,"medical records systems, computerized/organization & administration"
3063,20544625,"monitoring, ambulatory"
3063,20544625,nursing services/organization & administration
3063,20544625,organizational objectives
3063,20544625,patient compliance
3063,20544625,program development
3063,20544625,self care
3063,20544625,telemedicine/*organization & administration
3063,20544625,telemetry
3063,20544625,videoconferencing/organization & administration
3064,21416845,heart failure/*therapy
3064,21416845,humans
3064,21416845,"*liability, legal"
3064,21416845,*telemedicine/legislation & jurisprudence
3064,21416845,*telemetry
3065,21096293,cardiovascular diseases/*diagnosis/diagnostic imaging/physiopathology
3065,21096293,cell phone/*instrumentation
3065,21096293,electrocardiography/*methods
3065,21096293,heart rate/physiology
3065,21096293,humans
3065,21096293,"monitoring, physiologic/*instrumentation/*methods"
3065,21096293,telemedicine/*methods
3065,21096293,time factors
3065,21096293,ultrasonography
3065,21096293,wireless technology
3066,20841744,african americans/*statistics & numerical data
3066,20841744,feasibility studies
3066,20841744,heart failure/*diagnosis/ethnology/*therapy
3066,20841744,home care services/*statistics & numerical data
3066,20841744,humans
3066,20841744,maryland/epidemiology
3066,20841744,patient satisfaction/*statistics & numerical data
3066,20841744,pilot projects
3066,20841744,telemedicine/*statistics & numerical data
3066,20841744,treatment outcome
3067,20614745,artificial intelligence
3067,20614745,computer communication networks/instrumentation
3067,20614745,"computers, handheld"
3067,20614745,electrocardiography/*instrumentation
3067,20614745,"*electrodes, implanted"
3067,20614745,forecasting
3067,20614745,heart diseases/*diagnosis/therapy
3067,20614745,humans
3067,20614745,"pacemaker, artificial"
3067,20614745,remote consultation/*instrumentation/trends
3067,20614745,software
3067,20614745,telemetry/*instrumentation/trends
3068,20545246,adolescent
3068,20545246,adult
3068,20545246,cardiology/*methods
3068,20545246,child
3068,20545246,"child, preschool"
3068,20545246,heart diseases/*diagnosis
3068,20545246,*hospitals
3068,20545246,humans
3068,20545246,infant
3068,20545246,"infant, newborn"
3068,20545246,retrospective studies
3068,20545246,*telemedicine
3068,20545246,time factors
3068,20545246,young adult
3069,19964061,acceleration
3069,19964061,*accidental falls
3069,19964061,aged
3069,19964061,algorithms
3069,19964061,artificial intelligence
3069,19964061,autonomic nervous system/*physiology
3069,19964061,biomechanical phenomena
3069,19964061,computer communication networks
3069,19964061,computer simulation
3069,19964061,equipment design
3069,19964061,france
3069,19964061,*heart rate
3069,19964061,humans
3069,19964061,"monitoring, ambulatory/*methods"
3069,19964061,"signal processing, computer-assisted"
3069,19964061,skin/pathology
3069,19964061,telemedicine/*instrumentation
3070,19963960,coronary artery disease/*diagnosis/*therapy
3070,19963960,"decision support systems, clinical/*organization & administration"
3070,19963960,europe
3070,19963960,heart failure/*diagnosis/*therapy
3070,19963960,humans
3070,19963960,patient compliance
3070,19963960,telemedicine/*organization & administration
3071,19964213,australia
3071,19964213,biotechnology/*organization & administration
3071,19964213,*cardiac rehabilitation
3071,19964213,"decision support systems, clinical/*organization & administration"
3071,19964213,humans
3071,19964213,"*models, organizational"
3071,19964213,rehabilitation/*organization & administration
3071,19964213,telemedicine/*organization & administration
3072,21028933,chronic disease
3072,21028933,communication
3072,21028933,community health services/*organization & administration/standards
3072,21028933,guideline adherence
3072,21028933,"health knowledge, attitudes, practice"
3072,21028933,heart failure/*nursing
3072,21028933,humans
3072,21028933,*nurse's role
3072,21028933,"physicians, family/*psychology"
3072,21028933,program evaluation
3072,21028933,referral and consultation
3072,21028933,scotland
3072,21028933,surveys and questionnaires
3072,21028933,telemedicine
3072,21028933,workforce
3073,20455974,atrial fibrillation/diagnosis/*surgery
3073,20455974,female
3073,20455974,heart conduction system/*surgery
3073,20455974,humans
3073,20455974,male
3073,20455974,middle aged
3073,20455974,pulmonary veins/*surgery
3073,20455974,recurrence
3073,20455974,robotics/*methods
3073,20455974,"surgery, computer-assisted/*methods"
3073,20455974,telemedicine/*methods
3073,20455974,treatment outcome
3074,19567427,american heart association
3074,19567427,"emergency service, hospital"
3074,19567427,humans
3074,19567427,medically underserved area
3074,19567427,stroke/*diagnosis/*therapy
3074,19567427,*telemedicine/legislation & jurisprudence
3074,19567427,united states
3075,20184454,algorithms
3075,20184454,circadian rhythm/*physiology
3075,20184454,female
3075,20184454,heart rate/*physiology
3075,20184454,humans
3075,20184454,japan
3075,20184454,movement/*physiology
3075,20184454,periodicity
3075,20184454,polysomnography/instrumentation
3075,20184454,respiratory rate/*physiology
3075,20184454,respiratory system
3075,20184454,sleep/*physiology
3075,20184454,telemedicine/organization & administration
3075,20184454,time factors
3076,19335863,"*defibrillators, implantable"
3076,19335863,"electrocardiography, ambulatory/*methods"
3076,19335863,"*electrodes, implanted"
3076,19335863,equipment failure analysis/*methods
3076,19335863,humans
3076,19335863,male
3076,19335863,middle aged
3076,19335863,telemedicine/*methods
3077,19250110,"arrhythmias, cardiac/*epidemiology/*prevention & control"
3077,19250110,"defibrillators, implantable/*statistics & numerical data"
3077,19250110,*equipment failure analysis
3077,19250110,female
3077,19250110,humans
3077,19250110,male
3077,19250110,prevalence
3077,19250110,remote consultation/*statistics & numerical data
3077,19250110,retrospective studies
3077,19250110,"therapy, computer-assisted/*statistics & numerical data"
3077,19250110,united states/epidemiology
3078,19610253,"arrhythmias, cardiac/*diagnosis/etiology"
