,PMID,Publication_type
3034,19521935,journal article
3035,19103654,comparative study
3035,19103654,journal article
3036,20615108,journal article
3036,20615108,randomized controlled trial
3037,19335855,evaluation study
3037,19335855,journal article
3038,20384270,journal article
3039,19755186,journal article
3039,19755186,randomized controlled trial
3039,19755186,"research support, n.i.h., extramural"
3040,19806390,journal article
3041,20643610,journal article
3041,20643610,"research support, non-u.s. gov't"
3042,19815903,comparative study
3042,19815903,journal article
3042,19815903,multicenter study
3042,19815903,randomized controlled trial
3042,19815903,"research support, u.s. gov't, p.h.s."
3043,20416042,journal article
3043,20416042,randomized controlled trial
3043,20416042,"research support, non-u.s. gov't"
3044,18222552,comparative study
3044,18222552,journal article
3044,18222552,multicenter study
3044,18222552,randomized controlled trial
3045,20511571,journal article
3046,19895530,case reports
3046,19895530,letter
3047,21191161,journal article
3048,19011260,controlled clinical trial
3048,19011260,journal article
3049,21096431,journal article
3049,21096431,"research support, non-u.s. gov't"
3050,19687005,journal article
3050,19687005,randomized controlled trial
3050,19687005,"research support, non-u.s. gov't"
3051,20543337,journal article
3052,21095687,journal article
3052,21095687,"research support, non-u.s. gov't"
3053,20650358,journal article
3053,20650358,randomized controlled trial
3054,20350694,"clinical trial, phase ii"
3054,20350694,comparative study
3054,20350694,journal article
3054,20350694,multicenter study
3054,20350694,randomized controlled trial
3055,19405158,case reports
3055,19405158,journal article
3056,19944870,journal article
3056,19944870,randomized controlled trial
3056,19944870,"research support, n.i.h., extramural"
3057,19726266,journal article
3057,19726266,"research support, non-u.s. gov't"
3058,20576745,comparative study
3058,20576745,journal article
3058,20576745,"research support, non-u.s. gov't"
3059,20646105,journal article
3059,20646105,"research support, non-u.s. gov't"
3059,20646105,"research support, u.s. gov't, non-p.h.s."
3060,21096427,journal article
3060,21096427,"research support, non-u.s. gov't"
3061,18975066,clinical trial
3061,18975066,journal article
3062,20703932,clinical trial
3062,20703932,journal article
3062,20703932,"research support, non-u.s. gov't"
3063,20544625,journal article
3064,21416845,english abstract
3064,21416845,journal article
3065,21096293,journal article
3065,21096293,"research support, non-u.s. gov't"
3066,20841744,journal article
3067,20614745,journal article
3068,20545246,journal article
3069,19964061,journal article
3069,19964061,"research support, non-u.s. gov't"
3070,19963960,journal article
3070,19963960,"research support, non-u.s. gov't"
3071,19964213,journal article
3071,19964213,"research support, non-u.s. gov't"
3072,21028933,journal article
3072,21028933,"research support, non-u.s. gov't"
3073,20455974,journal article
3073,20455974,"research support, non-u.s. gov't"
3074,19567427,news
3075,20184454,case reports
3075,20184454,journal article
3075,20184454,"research support, non-u.s. gov't"
3076,19335863,case reports
3076,19335863,journal article
3077,19250110,journal article
3078,19610253,comment
3078,19610253,journal article
3079,19340751,comment
3079,19340751,journal article
3080,20052882,journal article
3081,19423877,comment
3081,19423877,letter
3082,21095710,journal article
3083,19813595,english abstract
3083,19813595,journal article
3083,19813595,"research support, non-u.s. gov't"
3177,23190602,journal article
3177,23190602,"research support, non-u.s. gov't"
3189,22165577,journal article
3247,21401490,journal article
3262,22491102,journal article
3273,22520519,journal article
3273,22520519,randomized controlled trial
3273,22520519,"research support, non-u.s. gov't"
3335,23701944,journal article
3335,23701944,review
3391,25160301,journal article
3432,24245493,journal article
3432,24245493,multicenter study
3432,24245493,randomized controlled trial
3432,24245493,"research support, non-u.s. gov't"
3444,25479349,journal article
3444,25479349,"research support, non-u.s. gov't"
3463,24618349,journal article
3463,24618349,randomized controlled trial
3463,24618349,"research support, non-u.s. gov't"
3522,24443928,journal article
3522,24443928,"research support, non-u.s. gov't"
3665,27383239,journal article
3665,27383239,review
3665,27383239,systematic review
3669,27353602,journal article
3669,27353602,"research support, non-u.s. gov't"
3669,27353602,review
3672,27041482,journal article
3672,27041482,review
3745,27076568,journal article
3745,27076568,"research support, n.i.h., extramural"
3843,26590979,journal article
3843,26590979,"research support, non-u.s. gov't"
3863,27318329,journal article
3871,27976955,journal article
3912,27480749,journal article
3941,27332465,journal article
3969,26210071,journal article
3969,26210071,multicenter study
3970,25589330,journal article
3970,25589330,meta-analysis
3970,25589330,"research support, non-u.s. gov't"
4036,30277217,journal article
4036,30277217,review
4048,29925541,comment
4048,29925541,editorial
4055,28942937,journal article
4055,28942937,review
4106,29760242,comment
4106,29760242,editorial
4108,29909641,journal article
4108,29909641,systematic review
4112,29921933,journal article
4112,29921933,"research support, non-u.s. gov't"
4166,28871622,journal article
4166,28871622,"research support, non-u.s. gov't"
4166,28871622,review
4172,29806998,journal article
4172,29806998,"research support, non-u.s. gov't"
4179,29792202,journal article
4179,29792202,randomized controlled trial
4179,29792202,"research support, non-u.s. gov't"
4194,29851652,journal article
4194,29851652,"research support, non-u.s. gov't"
4196,30274634,journal article
4196,30274634,"research support, non-u.s. gov't"
4208,29970409,journal article
4221,30067936,journal article
4221,30067936,practice guideline
4262,29132619,journal article
4282,29414907,journal article
4282,29414907,"research support, non-u.s. gov't"
4297,29973340,journal article
4324,29519777,journal article
4324,29519777,randomized controlled trial
4324,29519777,"research support, non-u.s. gov't"
4329,30204037,journal article
4347,30281876,journal article
4361,28464725,journal article
4361,28464725,"research support, non-u.s. gov't"
4377,29973165,journal article
4377,29973165,randomized controlled trial
4389,28363359,journal article
4396,28993388,journal article
4396,28993388,randomized controlled trial
4411,32716709,journal article
4411,32716709,"research support, n.i.h., extramural"
4411,32716709,"research support, non-u.s. gov't"
4411,32716709,review
4420,30761923,journal article
4420,30761923,review
4439,32125174,journal article
4439,32125174,review
4456,31618196,journal article
4484,31974209,comment
4484,31974209,editorial
4524,32858284,journal article
4524,32858284,review
4558,31018704,journal article
4588,32340530,journal article
4588,32340530,"research support, n.i.h., extramural"
4588,32340530,"research support, non-u.s. gov't"
4610,31682574,journal article
4610,31682574,randomized controlled trial
4610,31682574,"research support, non-u.s. gov't"
4677,33226986,journal article
4677,33226986,"research support, non-u.s. gov't"
4680,32772509,journal article
4680,32772509,multicenter study
4680,32772509,randomized controlled trial
4689,31639002,journal article
4723,31970652,journal article
4723,31970652,"research support, n.i.h., extramural"
4755,32393588,journal article
4755,32393588,meta-analysis
4755,32393588,"research support, non-u.s. gov't"
4755,32393588,systematic review
4766,30857318,journal article
4812,32130120,journal article
4812,32130120,"research support, non-u.s. gov't"
4881,31806699,journal article
4881,31806699,"research support, non-u.s. gov't"
4881,31806699,systematic review
4893,32423358,journal article
4893,32423358,"research support, non-u.s. gov't"
4894,32690519,journal article
4894,32690519,randomized controlled trial
4894,32690519,"research support, non-u.s. gov't"
4903,32785959,journal article
4903,32785959,systematic review
4910,31215173,journal article
4910,31215173,"research support, non-u.s. gov't"
4917,30821079,journal article
4918,31806411,journal article
4933,32499003,journal article
4940,31965765,journal article
4943,32785044,journal article
4943,32785044,randomized controlled trial
4943,32785044,"research support, non-u.s. gov't"
4944,31592719,journal article
4944,31592719,"research support, non-u.s. gov't"
4944,31592719,review
4949,32524900,journal article
4954,32375662,journal article
4968,32594794,journal article
4968,32594794,"research support, non-u.s. gov't"
4976,32593307,journal article
4976,32593307,"research support, non-u.s. gov't"
4977,32034018,journal article
4977,32034018,"research support, non-u.s. gov't"
4989,31840163,journal article
4989,31840163,multicenter study
4989,31840163,observational study
